Year_Birth,Education,Income,Recency,NumWebVisitsMonth,Complain,Response,Children,total_spent,num_of_purchases,AcceptedCmp,Age,Family_Members,Joined_year,Joined_month,Days_Since_Enrollment,Marital_Status_Alone,Marital_Status_Together,Cluster_Label
1972,2.0,83443.0,89,2,0,0,0,1497.0,22.0,0,51.0,2,2013,12,341,0.0,1.0,1
1958,2.0,51518.0,92,3,0,0,1,449.0,17.0,0,65.0,3,2013,3,637,0.0,1.0,2
1975,1.0,58330.0,87,4,0,0,1,1064.0,24.0,0,48.0,2,2013,12,347,1.0,0.0,0
1969,1.0,80952.0,20,8,0,1,0,1757.0,25.0,3,54.0,2,2013,2,647,0.0,1.0,3
1979,1.0,75507.0,56,3,0,0,0,1440.0,21.0,0,44.0,2,2014,2,305,0.0,1.0,1
1978,0.0,63855.0,28,4,0,0,0,1006.0,24.0,0,45.0,2,2013,9,461,0.0,1.0,1
1972,2.0,62220.0,55,6,0,1,1,1226.0,23.0,0,51.0,3,2012,11,759,0.0,1.0,3
1964,1.0,58512.0,25,8,0,0,1,1171.0,20.0,0,59.0,3,2013,9,444,0.0,1.0,1
1979,2.0,40662.0,0,4,0,0,1,92.0,8.0,0,44.0,3,2013,3,632,0.0,1.0,2
1959,2.0,38829.0,86,5,0,0,1,99.0,8.0,0,64.0,3,2014,6,186,0.0,1.0,2
1981,0.0,35523.0,8,7,0,0,1,66.0,8.0,0,42.0,3,2013,3,637,0.0,1.0,2
1967,1.0,79146.0,33,6,0,0,2,564.0,19.0,0,56.0,3,2014,4,227,1.0,0.0,0
1988,2.0,78285.0,13,3,0,0,0,1427.0,21.0,0,35.0,2,2013,10,405,0.0,1.0,1
1978,2.0,31626.0,12,7,0,1,1,86.0,6.0,1,45.0,2,2013,10,428,1.0,0.0,0
1952,1.0,75127.0,92,1,0,0,0,833.0,19.0,0,71.0,1,2014,5,199,1.0,0.0,0
1955,1.0,48726.0,90,6,0,0,1,242.0,12.0,0,68.0,3,2013,4,589,0.0,1.0,2
1977,1.0,74985.0,8,2,0,0,0,1869.0,17.0,0,46.0,2,2012,11,758,0.0,1.0,1
1987,1.0,67430.0,6,6,0,0,0,1364.0,29.0,0,36.0,2,2012,5,942,0.0,1.0,1
1965,0.0,46891.0,91,4,0,0,1,183.0,8.0,0,58.0,3,2013,1,697,0.0,1.0,2
1956,2.0,62058.0,52,6,0,0,1,450.0,18.0,0,67.0,3,2013,5,560,0.0,1.0,2
1979,1.0,72063.0,3,2,0,0,1,758.0,21.0,0,44.0,3,2013,3,640,0.0,1.0,1
1951,2.0,78939.0,57,3,0,0,0,1507.0,20.0,0,72.0,2,2013,12,360,0.0,1.0,1
1965,1.0,42720.0,9,8,0,1,2,654.0,25.0,0,58.0,3,2013,4,592,1.0,0.0,0
1972,1.0,33622.0,22,7,0,0,2,81.0,9.0,0,51.0,4,2013,4,603,0.0,1.0,2
1957,2.0,6835.0,76,20,0,0,1,137.0,1.0,0,66.0,3,2012,8,847,0.0,1.0,2
1953,1.0,41452.0,86,7,0,0,2,16.0,4.0,0,70.0,4,2013,6,552,0.0,1.0,2
1965,2.0,40760.0,64,6,0,0,1,93.0,8.0,0,58.0,2,2013,8,464,1.0,0.0,0
1958,2.0,74250.0,90,1,0,0,0,1158.0,18.0,0,65.0,2,2014,1,315,0.0,1.0,1
1955,2.0,51124.0,79,3,0,0,2,43.0,6.0,0,68.0,3,2013,12,354,1.0,0.0,0
1971,1.0,72258.0,28,2,0,0,1,1525.0,22.0,0,52.0,2,2013,12,363,1.0,0.0,0
1974,2.0,71466.0,86,1,0,0,0,1230.0,19.0,0,49.0,1,2014,5,217,1.0,0.0,0
1976,1.0,36283.0,42,4,0,0,2,29.0,6.0,0,47.0,4,2014,4,237,0.0,1.0,2
1970,1.0,20587.0,39,7,0,0,1,25.0,5.0,0,53.0,2,2014,11,32,1.0,0.0,0
1972,1.0,30467.0,8,7,0,0,1,24.0,4.0,0,51.0,3,2014,3,263,0.0,1.0,2
1972,1.0,31590.0,40,8,0,0,1,38.0,5.0,0,51.0,3,2013,6,537,0.0,1.0,2
1986,0.0,20425.0,5,7,0,0,1,57.0,7.0,0,37.0,3,2012,10,769,0.0,1.0,2
1960,2.0,17144.0,96,7,0,0,2,47.0,12.0,0,63.0,4,2014,2,295,0.0,1.0,2
1968,2.0,42564.0,28,7,0,1,1,813.0,24.0,1,55.0,2,2013,2,674,1.0,0.0,3
1978,2.0,43783.0,22,7,0,0,1,629.0,22.0,1,45.0,3,2014,5,192,0.0,1.0,2
1976,1.0,40780.0,30,9,0,0,1,377.0,17.0,0,47.0,2,2012,8,850,1.0,0.0,0
1945,2.0,62847.0,45,2,0,0,0,1612.0,14.0,0,78.0,2,2013,1,691,0.0,1.0,1
1957,2.0,82017.0,58,2,0,1,0,729.0,17.0,3,66.0,2,2012,7,879,0.0,1.0,3
1950,1.0,16813.0,49,7,0,0,0,50.0,6.0,1,73.0,1,2013,7,506,1.0,0.0,0
1978,1.0,51267.0,37,4,0,0,2,270.0,15.0,0,45.0,4,2013,10,404,0.0,1.0,2
1961,1.0,46524.0,70,3,0,0,1,177.0,9.0,0,62.0,2,2013,5,582,1.0,0.0,0
1962,2.0,45183.0,33,7,0,0,0,315.0,13.0,1,61.0,1,2013,1,686,1.0,0.0,0
1954,2.0,70421.0,98,6,0,0,1,767.0,23.0,0,69.0,3,2014,6,162,0.0,1.0,2
1965,0.0,60161.0,17,8,0,0,1,1071.0,26.0,0,58.0,2,2012,10,775,1.0,0.0,0
1973,1.0,73926.0,54,3,0,0,0,1580.0,24.0,0,50.0,2,2013,2,672,0.0,1.0,1
1968,1.0,19329.0,39,8,0,0,1,60.0,10.0,0,55.0,3,2013,12,358,0.0,1.0,2
1970,2.0,61872.0,81,4,0,0,1,573.0,21.0,0,53.0,3,2013,12,359,0.0,1.0,2
1956,1.0,46984.0,71,5,0,0,2,41.0,5.0,0,67.0,3,2013,3,621,1.0,0.0,0
1951,1.0,34838.0,62,6,0,0,2,170.0,10.0,0,72.0,4,2013,1,687,0.0,1.0,2
1944,2.0,82716.0,8,2,0,0,0,1167.0,28.0,0,79.0,1,2013,5,575,1.0,0.0,3
1958,1.0,48192.0,76,8,0,1,0,1526.0,25.0,3,65.0,2,2013,6,551,0.0,1.0,3
1976,2.0,49681.0,66,7,0,0,2,458.0,21.0,0,47.0,4,2013,4,605,0.0,1.0,2
1971,2.0,56850.0,83,2,0,0,1,63.0,6.0,0,52.0,3,2014,3,259,0.0,1.0,2
1957,1.0,55267.0,28,3,0,0,1,405.0,17.0,0,66.0,3,2013,10,412,0.0,1.0,2
1972,1.0,59666.0,87,8,0,0,2,1027.0,20.0,1,51.0,4,2013,3,625,0.0,1.0,2
1972,1.0,72504.0,43,2,0,0,1,1478.0,22.0,0,51.0,2,2013,6,551,1.0,0.0,0
1981,1.0,26872.0,0,6,0,0,0,72.0,5.0,0,42.0,2,2013,10,417,0.0,1.0,2
1972,1.0,21359.0,1,8,0,1,1,48.0,7.0,0,51.0,2,2013,4,596,1.0,0.0,0
1975,1.0,73170.0,1,2,0,0,0,726.0,16.0,0,48.0,1,2014,5,190,1.0,0.0,0
1955,2.0,52750.0,72,4,0,0,1,860.0,27.0,0,68.0,3,2013,4,614,0.0,1.0,1
1986,2.0,91820.0,72,1,0,0,0,1497.0,22.0,0,37.0,2,2013,11,379,0.0,1.0,1
1970,2.0,65968.0,12,3,0,0,1,495.0,18.0,0,53.0,3,2014,12,2,0.0,1.0,2
1976,1.0,30772.0,89,6,0,0,2,20.0,4.0,0,47.0,4,2014,12,4,0.0,1.0,2
1954,1.0,22507.0,67,9,0,0,0,570.0,19.0,0,69.0,1,2012,11,743,1.0,0.0,0
1972,1.0,65685.0,54,5,0,0,1,769.0,21.0,0,51.0,3,2014,3,253,0.0,1.0,2
1978,0.0,25804.0,34,8,0,0,1,55.0,7.0,0,45.0,3,2013,1,697,0.0,1.0,2
1980,2.0,76412.0,15,3,0,1,0,1808.0,18.0,2,43.0,1,2013,5,581,1.0,0.0,3
1972,1.0,22063.0,43,7,0,0,1,55.0,7.0,0,51.0,3,2013,8,486,0.0,1.0,2
1961,1.0,57091.0,0,5,0,1,0,577.0,18.0,1,62.0,1,2014,6,175,1.0,0.0,3
1963,1.0,22419.0,74,8,0,0,0,162.0,8.0,0,60.0,2,2013,4,598,0.0,1.0,2
1959,1.0,87771.0,61,6,0,1,1,1957.0,20.0,4,64.0,3,2013,5,564,0.0,1.0,3
1959,0.0,78353.0,51,8,0,0,1,1576.0,24.0,0,64.0,2,2013,4,600,1.0,0.0,0
1954,1.0,93404.0,97,5,0,0,3,1616.0,17.0,2,69.0,5,2013,7,520,0.0,1.0,2
1962,1.0,37859.0,75,8,0,0,3,36.0,6.0,0,61.0,4,2013,12,371,1.0,0.0,0
1958,2.0,80995.0,83,4,0,0,1,1482.0,22.0,0,65.0,2,2013,11,397,1.0,0.0,0
1984,1.0,16529.0,23,6,0,0,1,22.0,5.0,0,39.0,3,2014,1,338,0.0,1.0,2
1976,2.0,55412.0,65,5,0,0,2,63.0,6.0,0,47.0,3,2013,11,380,1.0,0.0,0
1992,1.0,48789.0,94,6,0,0,0,680.0,18.0,0,31.0,1,2012,10,789,1.0,0.0,0
1967,2.0,56575.0,42,5,0,0,2,542.0,20.0,0,56.0,4,2013,5,581,0.0,1.0,2
1980,0.0,25130.0,10,7,0,0,1,50.0,7.0,0,43.0,3,2013,2,665,0.0,1.0,2
1967,1.0,35441.0,94,8,0,0,2,39.0,6.0,0,56.0,4,2013,2,661,0.0,1.0,2
1956,1.0,71391.0,50,3,0,0,1,1043.0,28.0,0,67.0,3,2013,3,618,0.0,1.0,1
1972,2.0,49494.0,46,7,0,0,1,385.0,14.0,0,51.0,2,2013,4,591,1.0,0.0,0
1980,1.0,81702.0,98,3,0,0,0,1633.0,27.0,0,43.0,1,2012,9,805,1.0,0.0,0
1980,0.0,45889.0,42,6,0,0,1,46.0,5.0,0,43.0,2,2013,2,668,1.0,0.0,0
1977,1.0,56628.0,30,5,0,0,1,761.0,20.0,1,46.0,2,2014,3,261,1.0,0.0,0
1950,1.0,34026.0,11,5,0,0,2,76.0,9.0,0,73.0,4,2013,5,578,0.0,1.0,2
1974,1.0,40049.0,61,5,0,0,1,290.0,14.0,0,49.0,3,2012,11,738,0.0,1.0,2
1988,1.0,34176.0,12,6,0,0,1,89.0,11.0,0,35.0,2,2014,12,2,1.0,0.0,0
1981,1.0,19419.0,76,9,0,0,1,70.0,11.0,0,42.0,3,2012,10,787,0.0,1.0,2
1960,0.0,82504.0,2,1,0,0,0,1066.0,17.0,0,63.0,2,2013,7,498,0.0,1.0,1
1970,1.0,81205.0,43,2,0,1,0,2009.0,19.0,3,53.0,2,2014,1,328,0.0,1.0,3
1991,0.0,61618.0,27,3,0,0,0,1345.0,19.0,0,32.0,1,2012,9,799,1.0,0.0,0
1956,2.0,55284.0,60,5,0,0,1,764.0,23.0,0,67.0,2,2012,12,713,1.0,0.0,0
1963,1.0,49980.0,79,5,0,0,1,195.0,11.0,0,60.0,2,2013,10,410,1.0,0.0,0
1980,1.0,15072.0,96,5,0,0,2,53.0,11.0,0,43.0,4,2013,10,428,0.0,1.0,2
1974,1.0,49166.0,17,6,0,0,1,368.0,13.0,0,49.0,2,2013,6,542,1.0,0.0,0
1954,2.0,65324.0,0,4,0,0,1,544.0,20.0,0,69.0,3,2014,11,36,0.0,1.0,2
1957,0.0,82347.0,38,3,0,0,0,1853.0,25.0,2,66.0,2,2012,6,909,0.0,1.0,1
1966,2.0,30843.0,43,5,0,0,2,35.0,6.0,1,57.0,4,2014,5,195,0.0,1.0,2
1974,2.0,46374.0,1,8,0,1,1,446.0,18.0,2,49.0,3,2014,3,265,0.0,1.0,2
1979,1.0,60474.0,25,7,0,0,1,1180.0,31.0,0,44.0,2,2013,1,702,1.0,0.0,0
1973,2.0,38576.0,2,7,0,0,1,41.0,5.0,0,50.0,3,2014,4,248,0.0,1.0,2
1985,1.0,55357.0,66,5,0,0,2,727.0,22.0,0,38.0,4,2013,2,656,0.0,1.0,2
1966,1.0,37758.0,49,8,0,0,2,40.0,6.0,0,57.0,4,2012,4,971,0.0,1.0,2
1989,0.0,85710.0,5,2,0,0,0,1062.0,26.0,1,34.0,2,2013,5,581,0.0,1.0,1
1969,1.0,23228.0,71,8,0,0,1,40.0,7.0,0,54.0,3,2014,1,315,0.0,1.0,2
1969,2.0,44602.0,35,8,0,0,2,292.0,17.0,0,54.0,4,2014,2,295,0.0,1.0,2
1987,1.0,7500.0,94,6,0,0,0,15.0,4.0,0,36.0,2,2013,9,462,0.0,1.0,2
1989,0.0,38683.0,80,7,0,0,1,341.0,17.0,0,34.0,3,2012,4,971,0.0,1.0,2
1975,0.0,49514.0,61,7,0,0,1,369.0,13.0,0,48.0,2,2013,12,355,1.0,0.0,0
1973,2.0,57906.0,29,4,0,0,1,401.0,17.0,0,50.0,3,2013,11,396,0.0,1.0,2
1966,2.0,43456.0,0,5,0,0,1,393.0,17.0,0,57.0,2,2013,3,621,1.0,0.0,0
1986,2.0,19485.0,80,7,0,0,2,10.0,4.0,0,37.0,3,2013,9,439,1.0,0.0,0
1978,1.0,53172.0,54,3,0,0,1,486.0,16.0,0,45.0,3,2013,6,550,0.0,1.0,1
1979,1.0,30545.0,71,7,0,0,1,69.0,7.0,0,44.0,3,2012,10,781,0.0,1.0,2
1983,2.0,70123.0,27,3,0,0,0,1727.0,17.0,2,40.0,2,2013,9,435,0.0,1.0,3
1959,1.0,62450.0,61,3,0,0,1,995.0,16.0,1,64.0,2,2014,6,189,1.0,0.0,0
1976,1.0,21675.0,55,7,0,0,1,45.0,10.0,0,47.0,3,2014,11,31,0.0,1.0,2
1981,0.0,42395.0,35,7,0,0,2,182.0,12.0,0,42.0,3,2014,4,247,1.0,0.0,0
1978,2.0,61346.0,34,3,0,0,1,989.0,23.0,0,45.0,3,2013,6,545,0.0,1.0,1
1953,1.0,80812.0,95,2,0,0,0,1677.0,18.0,3,70.0,2,2013,9,446,0.0,1.0,1
1971,2.0,42835.0,64,6,0,0,2,595.0,23.0,0,52.0,3,2013,6,525,1.0,0.0,0
1983,1.0,39922.0,30,8,0,0,1,156.0,9.0,0,40.0,3,2013,2,661,0.0,1.0,2
1956,2.0,86424.0,12,1,0,0,0,1226.0,28.0,0,67.0,1,2014,5,217,1.0,0.0,0
1978,0.0,17117.0,96,9,0,0,1,128.0,11.0,0,45.0,3,2013,1,689,0.0,1.0,2
1972,1.0,24762.0,16,8,0,1,1,86.0,9.0,1,51.0,2,2014,10,66,1.0,0.0,0
1975,1.0,35797.0,16,8,0,0,1,68.0,7.0,0,48.0,3,2012,10,782,0.0,1.0,2
1975,1.0,36627.0,78,5,0,0,2,16.0,4.0,0,48.0,3,2013,7,502,1.0,0.0,0
1981,0.0,51111.0,83,6,0,0,2,55.0,7.0,0,42.0,4,2014,6,171,0.0,1.0,2
1972,2.0,86857.0,96,2,0,1,0,2114.0,22.0,0,51.0,1,2012,12,728,1.0,0.0,3
1970,2.0,82072.0,67,1,0,0,0,2018.0,19.0,0,53.0,2,2013,2,668,0.0,1.0,1
1953,2.0,46231.0,87,9,0,0,3,263.0,15.0,0,70.0,4,2012,11,741,1.0,0.0,0
1959,1.0,42243.0,34,7,0,0,2,55.0,7.0,0,64.0,4,2013,11,390,0.0,1.0,2
1962,1.0,51195.0,46,8,0,0,2,564.0,24.0,0,61.0,4,2013,1,702,0.0,1.0,2
1978,2.0,68092.0,7,5,0,0,0,1281.0,20.0,0,45.0,1,2013,12,356,1.0,0.0,0
1973,1.0,31814.0,73,9,0,0,1,83.0,7.0,1,50.0,3,2013,9,461,0.0,1.0,2
1965,2.0,51390.0,54,5,0,0,2,353.0,18.0,0,58.0,3,2012,8,850,1.0,0.0,0
1983,1.0,76630.0,93,1,0,0,0,1003.0,25.0,0,40.0,2,2014,1,327,0.0,1.0,1
1991,0.0,26868.0,52,7,0,0,1,14.0,4.0,0,32.0,2,2014,4,221,1.0,0.0,0
1943,2.0,48948.0,53,6,0,1,0,902.0,24.0,1,80.0,1,2013,1,704,1.0,0.0,3
1972,2.0,55260.0,81,6,0,0,1,1139.0,25.0,0,51.0,2,2012,12,725,1.0,0.0,0
1956,1.0,64090.0,8,5,0,1,1,797.0,20.0,0,67.0,3,2013,7,517,0.0,1.0,3
1958,1.0,78331.0,97,4,0,0,1,1638.0,25.0,0,65.0,2,2014,1,318,1.0,0.0,0
1974,2.0,37087.0,50,6,0,0,1,401.0,17.0,0,49.0,3,2013,11,394,0.0,1.0,2
1986,1.0,21846.0,38,8,0,0,1,84.0,11.0,0,37.0,2,2013,10,411,1.0,0.0,0
1958,1.0,81320.0,61,2,0,0,0,928.0,18.0,0,65.0,2,2013,6,553,0.0,1.0,1
1970,1.0,54137.0,46,6,0,0,1,203.0,11.0,0,53.0,2,2013,8,478,1.0,0.0,0
1967,1.0,66825.0,73,2,0,0,0,858.0,16.0,0,56.0,2,2013,7,511,0.0,1.0,1
1973,1.0,57100.0,19,3,0,0,0,409.0,13.0,0,50.0,2,2013,4,604,0.0,1.0,1
1969,1.0,58917.0,10,5,0,0,3,282.0,16.0,0,54.0,5,2013,3,623,0.0,1.0,2
1977,1.0,85072.0,94,0,0,0,0,1423.0,18.0,0,46.0,1,2014,9,94,1.0,0.0,0
1961,1.0,86429.0,10,2,0,1,0,1449.0,18.0,1,62.0,1,2013,11,381,1.0,0.0,3
1971,1.0,45684.0,37,7,0,0,1,28.0,4.0,0,52.0,2,2013,2,663,1.0,0.0,0
1974,1.0,47889.0,94,5,0,0,1,67.0,6.0,0,49.0,3,2014,4,250,0.0,1.0,2
1986,2.0,45921.0,23,4,0,0,0,199.0,10.0,0,37.0,2,2014,10,65,0.0,1.0,2
1966,2.0,78420.0,75,1,0,0,0,1453.0,22.0,0,57.0,1,2013,6,526,1.0,0.0,0
1992,1.0,75114.0,40,2,0,0,0,1253.0,19.0,0,31.0,2,2013,7,514,0.0,1.0,1
1963,2.0,52278.0,24,8,0,1,1,1198.0,31.0,0,60.0,2,2013,1,681,1.0,0.0,3
1972,2.0,35641.0,11,7,0,1,1,178.0,10.0,0,51.0,3,2013,7,511,0.0,1.0,2
1994,1.0,95529.0,29,3,0,1,0,1990.0,18.0,1,29.0,1,2012,3,1000,1.0,0.0,3
1954,1.0,62820.0,51,1,0,0,0,976.0,14.0,0,69.0,2,2013,11,397,0.0,1.0,1
1960,2.0,73113.0,86,2,0,0,0,1001.0,15.0,0,63.0,2,2013,12,346,0.0,1.0,1
1982,2.0,84169.0,9,3,0,1,0,1919.0,20.0,2,41.0,2,2013,7,517,0.0,1.0,3
1954,0.0,42607.0,30,3,0,0,1,350.0,14.0,0,69.0,2,2013,11,385,1.0,0.0,0
1954,2.0,74637.0,73,3,0,0,0,1650.0,25.0,1,69.0,1,2013,5,568,1.0,0.0,3
1955,2.0,46015.0,25,7,0,0,2,46.0,5.0,2,68.0,4,2014,4,238,0.0,1.0,2
1993,1.0,72354.0,67,1,0,0,0,1228.0,19.0,0,30.0,1,2013,4,599,1.0,0.0,0
1969,2.0,39858.0,67,6,0,1,1,95.0,7.0,0,54.0,2,2013,1,682,1.0,0.0,0
1948,2.0,34469.0,58,4,0,0,2,62.0,9.0,0,75.0,4,2014,4,246,0.0,1.0,2
1986,1.0,83033.0,82,5,0,0,1,1761.0,26.0,1,37.0,3,2014,5,203,0.0,1.0,1
1979,2.0,24401.0,98,8,0,0,0,467.0,16.0,0,44.0,2,2012,8,828,0.0,1.0,2
1978,1.0,77583.0,93,2,0,0,0,1149.0,19.0,1,45.0,2,2014,10,66,0.0,1.0,1
1982,0.0,74116.0,53,2,0,0,0,2052.0,19.0,1,41.0,1,2013,12,342,1.0,0.0,0
1993,1.0,74293.0,66,2,0,0,0,1127.0,16.0,0,30.0,1,2014,4,246,1.0,0.0,0
1976,2.0,68397.0,6,3,0,0,1,1416.0,21.0,0,47.0,3,2013,11,385,0.0,1.0,1
1974,2.0,79632.0,42,2,0,0,0,1113.0,20.0,0,49.0,2,2014,8,125,0.0,1.0,1
1989,1.0,46107.0,78,3,0,0,1,125.0,7.0,0,34.0,2,2014,10,66,1.0,0.0,0
1951,2.0,64950.0,29,7,0,0,1,966.0,25.0,1,72.0,2,2012,12,729,1.0,0.0,0
1989,0.0,25443.0,82,8,0,0,1,32.0,5.0,0,34.0,3,2012,12,715,0.0,1.0,2
1952,1.0,75127.0,92,1,0,0,0,833.0,19.0,0,71.0,1,2014,5,199,1.0,0.0,0
1971,2.0,32892.0,78,8,0,0,1,46.0,8.0,0,52.0,3,2014,5,196,0.0,1.0,2
1971,1.0,71796.0,54,4,0,0,0,960.0,17.0,0,52.0,2,2013,10,409,0.0,1.0,1
1970,2.0,67536.0,45,8,0,0,1,1829.0,30.0,1,53.0,3,2013,5,564,0.0,1.0,1
1971,1.0,55239.0,59,5,0,0,1,779.0,26.0,0,52.0,2,2013,7,511,1.0,0.0,0
1975,2.0,60554.0,8,6,0,0,1,811.0,23.0,0,48.0,2,2013,9,455,1.0,0.0,0
1952,0.0,64831.0,51,6,0,0,2,1120.0,22.0,0,71.0,3,2013,10,427,1.0,0.0,0
1962,2.0,56067.0,51,5,0,0,1,725.0,20.0,0,61.0,3,2013,7,505,0.0,1.0,2
1983,1.0,82025.0,76,1,0,1,0,1187.0,12.0,1,40.0,1,2013,5,558,1.0,0.0,3
1953,1.0,94384.0,62,2,0,1,0,2302.0,18.0,3,70.0,2,2013,4,613,0.0,1.0,3
1986,0.0,14906.0,86,7,0,0,0,66.0,9.0,0,37.0,1,2012,12,715,1.0,0.0,0
1987,2.0,51563.0,60,8,0,0,0,1250.0,19.0,2,36.0,2,2012,1,1062,0.0,1.0,1
1982,0.0,57937.0,56,3,0,0,1,683.0,20.0,0,41.0,3,2014,2,294,0.0,1.0,2
1979,1.0,68274.0,83,3,0,0,2,305.0,13.0,0,44.0,3,2013,9,433,1.0,0.0,0
1977,1.0,39771.0,92,4,0,0,1,50.0,6.0,0,46.0,3,2013,6,543,0.0,1.0,2
1975,0.0,67893.0,31,8,0,0,1,995.0,16.0,0,48.0,2,2012,1,1062,1.0,0.0,0
1979,2.0,27922.0,80,4,0,0,1,41.0,6.0,0,44.0,3,2014,10,63,0.0,1.0,2
1976,2.0,52190.0,39,5,0,0,2,77.0,9.0,1,47.0,4,2014,8,124,0.0,1.0,2
1973,2.0,44051.0,20,6,0,1,2,171.0,12.0,0,50.0,3,2013,1,677,1.0,0.0,0
1971,2.0,42767.0,53,8,0,0,2,131.0,7.0,0,52.0,3,2013,11,397,1.0,0.0,0
1976,2.0,46106.0,84,6,0,0,2,54.0,5.0,0,47.0,4,2014,11,32,0.0,1.0,2
1976,2.0,16927.0,50,8,0,0,2,53.0,12.0,0,47.0,4,2013,10,431,0.0,1.0,2
1965,1.0,59754.0,96,5,0,1,1,475.0,16.0,0,58.0,3,2012,1,1060,0.0,1.0,1
1952,1.0,53700.0,94,5,0,0,1,694.0,22.0,0,71.0,2,2012,8,842,1.0,0.0,0
1973,1.0,59041.0,25,5,0,0,2,96.0,8.0,0,50.0,4,2014,7,155,0.0,1.0,2
1957,2.0,54237.0,48,6,0,0,1,361.0,16.0,0,66.0,2,2013,4,589,1.0,0.0,0
1967,1.0,70647.0,65,2,0,0,1,1079.0,26.0,0,56.0,2,2012,9,807,1.0,0.0,0
1962,2.0,52597.0,69,5,0,0,1,578.0,20.0,0,61.0,2,2014,7,155,1.0,0.0,0
1969,2.0,41021.0,12,6,0,1,1,64.0,7.0,0,54.0,3,2012,12,707,0.0,1.0,2
1975,2.0,40233.0,84,6,0,0,1,149.0,13.0,0,48.0,3,2013,10,419,0.0,1.0,2
1980,1.0,50183.0,47,5,0,0,2,231.0,17.0,0,43.0,4,2014,6,165,0.0,1.0,2
1959,1.0,54753.0,87,4,0,0,1,728.0,21.0,0,64.0,3,2013,12,363,0.0,1.0,2
1973,1.0,92955.0,35,2,0,1,0,1778.0,23.0,2,50.0,2,2013,8,475,0.0,1.0,3
1973,1.0,33471.0,47,7,0,0,1,93.0,10.0,0,50.0,3,2012,12,727,0.0,1.0,2
1974,2.0,34596.0,48,8,0,1,1,23.0,4.0,0,49.0,3,2013,4,603,0.0,1.0,2
1980,1.0,44010.0,46,9,0,0,1,662.0,24.0,0,43.0,3,2012,10,785,0.0,1.0,2
1988,1.0,84219.0,27,1,0,0,0,1198.0,18.0,0,35.0,2,2014,2,308,0.0,1.0,1
1968,2.0,40706.0,37,7,0,0,3,81.0,11.0,0,55.0,5,2013,1,689,0.0,1.0,2
1988,0.0,15716.0,8,8,1,0,1,92.0,10.0,0,35.0,3,2012,12,726,0.0,1.0,1
1959,0.0,59052.0,29,5,0,0,1,491.0,18.0,0,64.0,2,2013,11,385,1.0,0.0,0
1971,2.0,80573.0,85,2,0,0,0,1564.0,24.0,0,52.0,2,2012,10,784,0.0,1.0,1
1962,1.0,83715.0,2,0,0,0,0,926.0,24.0,0,61.0,2,2014,3,280,0.0,1.0,1
1959,2.0,82576.0,66,1,0,0,0,1910.0,19.0,1,64.0,2,2012,1,1064,0.0,1.0,1
1965,2.0,56962.0,60,7,0,0,3,411.0,21.0,0,58.0,5,2013,11,392,0.0,1.0,2
1952,1.0,35704.0,54,4,0,0,2,94.0,9.0,0,71.0,4,2014,3,281,0.0,1.0,2
1954,1.0,53103.0,70,7,0,0,1,1085.0,28.0,1,69.0,3,2013,12,363,0.0,1.0,1
1960,0.0,46779.0,55,4,0,0,2,23.0,4.0,0,63.0,3,2013,12,365,1.0,0.0,0
1965,1.0,4861.0,20,14,0,0,0,6.0,0.0,0,58.0,1,2014,6,168,1.0,0.0,0
1979,2.0,33462.0,78,7,0,0,1,54.0,6.0,0,44.0,2,2013,7,517,1.0,0.0,0
1978,1.0,63693.0,63,6,0,0,1,1150.0,29.0,0,45.0,2,2013,10,419,1.0,0.0,0
1950,1.0,80763.0,17,3,0,1,0,1415.0,23.0,2,73.0,2,2013,8,479,0.0,1.0,3
1974,2.0,65352.0,43,4,0,0,1,405.0,16.0,0,49.0,3,2013,8,473,0.0,1.0,2
1978,2.0,82170.0,13,2,0,0,0,1908.0,19.0,0,45.0,2,2013,11,377,0.0,1.0,1
1969,1.0,75759.0,46,5,0,1,0,2486.0,26.0,3,54.0,2,2013,10,408,0.0,1.0,3
1976,0.0,79689.0,65,2,0,0,0,1315.0,27.0,0,47.0,1,2013,12,367,1.0,0.0,0
1956,2.0,35340.0,1,5,0,0,2,45.0,7.0,0,67.0,3,2014,6,161,1.0,0.0,0
1954,1.0,85683.0,6,1,0,1,0,1789.0,17.0,4,69.0,1,2014,3,261,1.0,0.0,3
1972,0.0,24884.0,32,7,0,0,1,19.0,4.0,0,51.0,3,2012,11,738,0.0,1.0,2
1981,2.0,42021.0,34,9,0,0,1,573.0,22.0,1,42.0,3,2012,8,828,0.0,1.0,2
1989,1.0,64449.0,70,4,0,0,1,805.0,24.0,0,34.0,2,2014,2,292,1.0,0.0,0
1954,1.0,64587.0,49,3,0,0,2,108.0,8.0,0,69.0,3,2014,6,168,1.0,0.0,0
1995,1.0,34824.0,65,6,0,0,0,23.0,4.0,0,28.0,1,2014,3,256,1.0,0.0,0
1978,1.0,75437.0,25,6,0,0,0,1493.0,23.0,1,45.0,2,2013,9,452,0.0,1.0,1
1957,1.0,26091.0,84,5,0,0,2,89.0,9.0,0,66.0,4,2014,2,285,0.0,1.0,2
1973,1.0,52845.0,7,6,0,0,1,936.0,25.0,1,50.0,3,2013,8,481,0.0,1.0,1
1956,1.0,46086.0,34,4,0,0,1,343.0,16.0,0,67.0,2,2013,3,636,1.0,0.0,0
